16,1,37
3,0,9
3,1,9
3,5,8
3,2,9
3,6,8
3,14,7
3,8,8
4,5,8
4,6,9
3,10,7
3,9,7
4,10,6
4,16,6
4,22,6
4,17,7
4,1,6
4,11,5
5,1,5
5,13,6
5,23,5
4,18,5
5,27,5
4,35,2
3,28,3
4,11,4
5,8,4
5,10,3
4,14,3
5,22,0
6,15,2
5,20,3
4,24,3
5,34,2
4,28,1
4,5,3
5,1,1
5,18,3
6,25,3
4,5,4
5,3,4
3,13,5
5,32,5
4,28,7
3,22,6
4,12,7
4,19,6
4,14,6
3,8,8
4,5,6
4,14,6
3,27,6
4,33,9
4,27,9
4,9,9
2,9,9
3,10,11
2,11,10
3,4,10
2,11,9
3,10,10
4,26,11
3,25,8
3,12,9
2,9,9
4,14,9
3,13,10
3,13,9
3,19,9
2,10,10
4,12,9
3,11,11
3,18,9
4,6,7
4,15,6
4,11,8
5,19,5
4,14,6
5,8,6
4,7,6
5,12,7
5,11,6
4,9,5
5,15,5
4,3,5
4,10,5
5,7,4
5,12,4
5,4,2
5,16,2
4,12,1
6,19,1
4,14,1
6,5,3
4,1,1
4,12,1
6,12,3
6,13,3
4,13,3
5,4,3
4,14,2
5,10,4
5,12,4
3,3,5
5,14,4
5,7,6
4,15,4
5,11,4
4,10,6
4,7,6
4,17,7
4,18,8
6,2,8
4,2,9
3,14,8
4,17,8
2,18,9
3,20,10
3,0,9
4,9,9
4,5,9
3,18,10
4,1,10
2,18,10
4,14,10
4,25,10
3,21,10
4,4,10
4,1,10
3,21,9
6,24,9
4,10,9
4,14,8
5,2,8
5,11,8
5,7,9
5,11,8
4,3,6
5,19,7
4,18,6
6,15,6
5,9,8
5,4,6
6,9,4
5,17,4
6,15,5
5,8,4
6,1,3
5,16,2
5,22,3
6,13,2
5,10,2
6,7,1
5,19,1
5,8,1
6,16,1
6,5,2
5,18,2
6,13,3
6,17,2
5,12,2
6,10,3
5,11,4
6,24,5
5,28,5
5,13,6
6,7,7
5,8,7
5,13,7
5,8,6
4,15,8
5,10,8
5,20,9
4,16,9
5,16,10
4,3,10
4,14,10
4,20,10
3,26,10
3,21,10
4,8,11
4,0,10
4,14,12
3,16,11
5,15,10
2,13,10
4,12,12
4,21,12
4,11,10
3,6,12
4,6,11
4,20,10
4,21,11
5,24,10
4,16,10
4,5,9
6,8,10
4,17,9
4,14,8
5,8,9
5,6,7
5,17,8
6,19,7
5,16,7
7,15,8
6,7,6
6,15,6
6,13,3
6,12,4
6,9,2
5,21,2
6,21,2
6,29,1
6,18,2
6,6,0
6,6,0
6,21,0
6,20,1
6,21,1
6,17,2
7,15,4
7,12,4
6,10,4
6,3,5
6,15,6
5,22,6
6,31,6
6,30,8
6,13,7
5,6,7
5,11,9
5,19,9
6,14,10
5,18,10
5,9,12
5,23,11
5,19,11
5,14,12
6,5,13
3,18,11
4,24,13
4,32,13
3,26,13
4,12,12
3,10,12
4,10,12
4,14,13
4,3,13
4,10,13
4,24,14
3,36,13
4,25,13
4,22,13
5,14,14
5,16,13
5,17,12
4,24,12
6,12,12
6,24,10
6,19,10
6,24,9
6,21,10
6,11,9
6,13,8
6,34,8
6,34,7
6,18,7
6,20,6
7,6,5
7,20,3
6,5,3
7,11,4
7,14,4
7,32,2
7,23,3
7,37,2
7,20,3
7,4,2
7,1,4
8,21,4
7,9,6
8,16,5
7,17,5
8,36,8
7,42,8
7,17,8
7,16,9
7,29,11
6,30,11
7,26,11
7,38,12
7,9,12
6,24,14
6,12,14
7,13,14
6,15,16
6,30,16
5,20,17
4,42,16
5,39,17
5,7,17
5,11,18
5,29,18
4,27,18
5,13,19
4,20,19
5,14,18
4,30,18
5,8,19
4,27,19
5,13,17
6,22,17
5,7,17
6,35,17
6,14,17
6,20,16
5,11,17
6,31,16
6,30,15
6,11,15
7,6,14
6,47,13
7,46,11
7,30,12
7,44,11
8,19,10
6,6,10
8,19,8
8,31,8
8,18,8
9,50,7
9,32,7
9,41,6
9,49,5
9,31,6
9,35,5
10,73,6
9,56,8
10,42,8
10,46,10
10,20,10
9,4,12
9,31,13
10,25,13
9,36,14
9,59,15
8,29,17
9,49,18
9,43,19
9,24,20
9,32,21
8,58,22
9,23,24
9,23,23
9,4,26
8,44,26
8,36,28
7,11,27
7,23,28
7,51,29
7,39,30
7,41,30
6,51,30
6,6,30
7,38,32
6,5,31
6,29,31
6,43,32
7,51,32
6,55,32
6,97,32
6,70,31
5,32,32
6,45,30
7,63,31
6,35,30
8,56,28
7,36,29
8,33,29
9,55,27
8,16,25
9,34,25
10,70,23
9,73,23
9,74,22
11,102,19
10,58,20
12,12,19
11,57,17
11,87,17
12,37,15
13,42,16
13,5,17
14,66,15
13,61,15
13,12,20
14,39,21
15,92,19
13,86,24
16,77,28
14,82,29
14,34,31
16,39,37
13,50,39
15,73,39
16,42,46
14,51,52
16,91,50
16,141,55
13,94,64
15,61,63
16,62,65
13,71,75
17,28,79
14,56,78
12,29,88
16,140,93
12,141,93
13,125,102
14,149,109
12,116,112
12,91,115
15,184,125
11,188,133
11,63,134
15,87,141
8,41,152
15,143,166
14,82,161
8,67,172
16,140,197
11,267,209
12,169,216
14,183,239
14,147,266
12,145,274
20,122,341
14,218,403
16,150,417
24,182,603
11,192,1049
25,302,1806
23,411,4094
17,69,1212
27,5,551
26,579,284
23,900,250
30,581,205
35,1217,148
22,476,143
42,2247,104
35,4094,86
31,2255,96
49,571,84
31,1373,81
46,688,76
47,884,78
44,635,79
44,40,78
61,97,73
47,433,75
55,317,82
81,220,76
33,225,75
86,109,81
79,210,77
52,78,76
103,131,78
71,154,79
82,207,73
85,137,74
113,254,79
82,139,74
152,70,71
144,72,74
114,126,73
276,81,67
142,101,67
325,51,71
468,207,64
503,211,61
4094,96,64
1258,158,60
311,135,55
323,79,58
320,121,56
24,134,51
206,35,51
102,120,50
80,53,47
109,104,44
31,118,44
79,92,42
44,106,38
51,179,37
28,112,35
74,67,33
32,75,30
57,55,29
63,26,28
16,35,23
60,26,24
36,82,22
34,81,20
44,53,18
34,94,18
31,55,16
42,23,14
35,39,14
27,72,14
50,31,14
25,40,12
37,28,14
42,96,14
21,70,14
37,13,15
32,50,16
25,80,17
31,44,17
34,53,17
20,59,18
32,22,20
31,30,20
18,23,21
33,34,22
24,48,22
20,60,23
28,32,24
20,80,24
19,54,24
23,15,24
20,51,24
16,84,25
23,40,26
15,43,25
16,52,25
21,23,26
11,18,25
17,32,26
16,7,25
10,60,25
14,53,25
14,28,24
9,63,23
13,44,23
10,14,24
7,38,23
13,60,22
8,9,21
8,25,20
11,12,20
7,44,19
9,26,19
10,11,17
7,29,16
9,47,16
10,13,15
7,35,15
10,29,14
10,21,14
6,33,12
11,5,12
9,28,11
9,43,10
12,29,9
8,39,9
10,63,9
12,33,8
9,24,7
11,45,7
12,33,7
9,16,7
11,46,7
11,17,8
10,31,7
12,34,8
11,5,8
10,27,8
12,47,10
11,29,10
10,36,11
12,51,11
12,17,12
11,14,12
11,33,12
11,29,13
9,10,13
11,26,13
10,10,14
9,26,14
10,12,14
9,12,15
8,12,16
10,31,15
8,9,15
8,20,15
8,20,15
7,22,15
7,7,16
8,23,15
6,27,14
7,13,15
7,5,15
6,30,15
6,33,15
5,6,14
5,29,14
5,18,14
5,6,13
5,14,13
5,22,12
5,9,12
4,34,11
5,25,11
4,21,11
4,33,10
5,25,10
4,17,10
5,43,9
5,33,9
5,17,9
4,25,7
6,13,7
5,6,7
6,14,7
6,12,7
5,17,5
6,32,6
5,13,6
7,21,5
6,20,5
7,11,5
6,7,5
7,20,5
7,9,6
7,15,6
8,6,5
5,22,6
7,27,6
7,8,7
6,16,7
8,22,7
7,18,7
8,18,8
6,25,8
7,7,8
5,18,10
7,12,8
6,9,9
6,22,9
6,26,9
5,22,10
7,38,10
6,27,10
6,15,11
6,19,11
6,21,10
6,8,11
6,19,11
6,15,11
5,14,11
6,20,11
5,7,10
4,11,10
5,21,11
4,15,9
4,19,10
3,25,9
5,8,10
3,11,9
4,1,10
4,11,10
2,11,9
3,6,8
3,12,8
3,26,8
3,23,8
3,21,7
3,22,7
2,8,6
3,7,6
4,17,5
3,9,6
3,21,5
4,27,5
3,18,5
4,32,5
4,26,5
3,16,5
3,28,4
4,35,4
4,22,5
4,29,4
5,24,4
4,5,4
5,15,4
5,13,5
4,6,5
5,25,5
5,22,6
5,15,5
5,22,5
5,12,6
4,2,6
5,15,5
5,17,6
5,1,6
5,10,6
5,5,6
5,16,7
4,7,7
5,14,7
5,13,7
5,5,7
4,5,7
5,18,7
5,6,8
4,16,8
4,20,7
4,9,8
4,24,7
4,19,9
4,8,8
4,24,7
4,28,8
4,16,7
3,24,9
4,22,8
3,2,7
4,13,6
3,20,7
3,6,6
3,23,8
2,19,7
2,6,6
2,20,6
2,18,6
3,7,6
2,23,6
2,27,5
2,8,6
2,19,5
2,16,5
2,8,4
2,9,4
2,16,4
2,2,4
2,15,4
2,10,4
2,9,3
4,11,3
2,10,3
3,5,4
3,12,4
3,15,4
3,5,4
3,5,3
4,12,4
3,17,3
2,3,4
3,13,5
3,14,4
3,8,4
4,4,3
3,18,5
3,8,4
4,11,4
3,11,4
3,3,5
3,12,5
4,15,4
4,5,5
3,16,6
4,23,6
3,4,6
3,12,5
4,17,5
3,12,5
3,8,6
3,17,5
3,6,5
4,13,6
3,8,7
3,7,6
3,11,6
3,11,6
3,2,6
3,13,6
2,15,6
3,4,4
2,9,6
2,9,6
3,12,5
2,2,5
2,10,5
2,8,6
2,11,5
2,1,5
2,13,4
2,7,5
1,6,5
2,4,5
2,12,4
2,9,5
2,4,4
2,6,3
1,10,4
2,13,4
2,2,4
2,4,3
3,9,4
2,14,3
1,4,3
2,13,3
2,10,3
2,4,3
2,2,3
3,12,3
2,7,3
2,7,3
3,6,3
2,9,3
3,13,3
3,4,3
2,4,3
2,12,3
3,13,3
3,8,3
4,14,3
2,3,3
3,7,3
2,3,4
3,5,4
3,6,2
3,11,4
4,8,4
3,19,4
2,15,4
2,6,4
2,7,5
2,9,4
2,4,5
3,6,4
3,8,4
3,7,4
2,14,4
2,8,4
2,7,4
2,11,5
2,11,4
2,11,4
2,18,4
2,12,5
2,2,5
2,1,4
2,7,5
2,5,5
1,6,4
1,6,5
1,6,5
1,14,5
2,7,5
1,3,4
1,5,6
1,12,4
1,10,4
1,9,5
1,4,5
1,4,6
1,5,5
1,8,4
1,7,4
1,2,4
1,3,5
1,8,5
2,9,3
1,4,4
2,4,4
1,7,6
1,5,7
2,5,7
1,2,5
2,3,11
2,10,49
2,20,35
1,13,10
2,8,7
2,9,5
2,9,6
2,2,6
2,18,4
2,15,3
2,15,3
2,22,4
2,5,4
1,13,4
2,25,3
2,35,4
2,17,4
2,49,5
2,14,4
2,85,4
2,141,4
2,86,4
2,47,4
1,63,5
1,14,3
2,51,3
1,51,3
1,18,4
1,16,3
2,28,4
1,23,4
1,8,3
1,18,4
1,11,3
1,20,3
1,17,3
1,4,3
1,18,3
1,19,3
1,10,2
1,11,3
1,19,2
1,8,2
1,2,2
1,9,3
1,10,2
1,1,2
1,5,2
1,6,1
1,18,2
1,11,2
1,6,1
1,13,1
1,15,1
1,8,1
1,14,0
1,12,1
1,2,1
1,5,1
2,4,2
2,9,1
2,6,2
2,3,1
1,12,1
2,18,1
2,9,2
3,9,3
3,4,2
3,7,2
1,4,1
4,2,3
0,4,3
5,13,2
2,12,2
4,16,3
5,17,3
4,7,3
4,6,3
7,12,3
7,10,3
49,8,3
31,10,3
7,7,3
6,13,3
2,8,4
1,5,3
3,12,3
2,16,2
3,14,3
4,19,3
2,12,4
4,3,3
1,3,2
2,6,3
1,1,4
2,9,3
2,7,3
2,14,3
1,17,3
1,7,2
1,8,3
2,9,3
1,10,3
2,8,2
1,11,2
1,2,2
1,11,2
0,8,3
1,9,1
1,6,1
1,5,1
2,8,1
1,18,1
0,15,1
1,7,0
1,4,0
0,5,1
1,6,0
0,5,0
0,4,1
0,7,1
0,12,1
0,9,1
0,11,2
0,7,1
0,8,1
0,9,2
0,15,1
0,7,2
0,3,1
0,1,1
1,10,2
0,8,1
0,3,2
0,0,1
0,10,2
1,11,1
1,10,2
1,6,2
0,4,3
1,7,3
1,8,3
1,10,2
1,2,1
1,7,3
1,11,3
1,17,3
1,9,2
1,3,2
1,7,3
1,15,3
1,10,2
2,12,2
1,5,3
1,9,2
1,9,2
1,2,2
1,3,2
1,11,3
1,15,2
1,17,2
1,19,2
1,8,1
1,1,2
1,8,2
1,14,1
1,6,2
1,7,1
1,3,1
0,13,1
1,8,1
0,5,1
0,3,1
0,12,0
1,10,1
0,10,0
0,8,0
0,4,0
0,8,0
0,10,0
0,12,0
0,2,0
1,2,0
0,11,0
0,17,0
0,10,1
0,8,0
0,0,0
0,8,1
0,4,2
0,7,2
1,2,2
0,13,1
0,12,1
0,12,1
0,10,2
0,5,2
0,9,2
0,16,2
1,17,1
1,9,2
1,6,3
0,4,2
1,9,2
1,7,2
1,9,2
0,5,2
1,16,3
1,11,3
1,6,2
2,5,2
1,11,3
1,13,2
0,18,0
2,16,1
1,5,1
2,1,1
2,8,2
1,9,2
1,4,1
1,6,2
2,9,2
1,14,3
1,9,2
1,10,2
1,0,2
1,9,0
2,9,0
1,11,2
1,0,2
1,10,0
0,12,1
1,18,2
1,13,1
0,3,1
1,3,2
0,14,2
0,13,2
1,14,1
0,12,1
1,6,1
1,10,2
0,3,1
0,3,3
0,10,3
1,17,1
0,18,2
0,22,1
0,13,1
0,3,2
0,6,1
0,14,2
0,9,0
0,12,1
0,5,1
0,13,0
0,14,1
0,4,1
0,4,2
1,13,1
0,17,2
1,18,2
0,19,2
1,4,2
1,8,2
0,4,2
1,10,2
1,1,2
0,9,1
1,12,2
1,24,2
1,19,3
1,12,2
0,10,2
2,11,1
1,8,3
1,15,2
1,12,3
1,12,2
1,16,3
1,11,3
1,13,2
1,11,3
1,12,4
1,20,2
1,26,3
0,13,2
2,13,3
1,4,4
1,10,3
1,4,4
1,6,3
1,4,3
1,19,3
0,17,3
2,17,3
1,14,3
0,3,3
0,3,3
0,12,3
1,11,3
0,7,3
0,14,3
1,17,3
0,27,3
0,14,4
1,6,3
0,14,3
0,21,3
0,16,2
0,21,2
0,12,3
0,13,2
0,11,2
0,3,2
0,7,3
0,21,2
0,20,2
0,24,1
0,29,1
1,11,2
0,6,1
0,15,2
1,20,1
1,10,2
0,16,1
1,4,2
1,17,2
0,8,3
1,9,3
0,6,3
1,19,3
0,14,4
1,21,4
1,15,4
1,6,5
1,6,5
1,17,5
1,18,6
1,5,6
1,3,6
1,20,7
1,27,6
1,14,7
1,18,7
1,7,8
1,10,8
2,1,9
1,14,8
1,5,8
1,27,9
1,23,9
1,22,10
0,27,10
1,20,10
1,17,10
1,35,10
1,36,9
0,20,11
1,20,9
0,6,10
0,4,9
1,11,10
0,15,8
0,21,9
0,38,8
0,26,8
0,27,8
0,24,8
0,19,7
0,17,7
0,32,7
